URLS,Headline,Article
/news/bangladesh/news/identifying-gross-discrepancies-not-hate-campaign-former-nhrc-chairman-3140101,Identifying gross discrepancies is not a ‘hate campaign’: Former NHRC Chairman ,"The UN recently published a report on enforced disappearance, including a list of names that has gained considerable attention and stirred debate both nationally and globally. The debate continued when reputed human rights activist Advocate Sultana Kamal pointed out the errors in the UN report. This was followed by demeaning remarks from the BNP leader Ruhul Kabir Rizvi, who questioned Sultana Kamal's credibility and impartiality. The debate finally reached its peak when Asian Human Rights Commission accused Bangladesh of launching ""hate campaign"" against the UN experts as renowned intellectuals identified the discrepancy of the UN report, Professor Dr Mizanur Rahman, former Chairman of National Human Rights Commission, writes.Asian Human Rights Commission in its vague statement alleged that the media in Bangladesh, which they referred to as ""pro-government"", and allies of the government are engaging in a campaign to tarnish the UN working group's reputation and question their sincerity on a grave issue like enforced disappearance. What the Commission has, however, failed to consider is that it was not an attempt to vilify any human rights body, rather the intention was to simply pinpoint the inconsistency and inaccuracy of the data coming from an institution like the UN which has always been at the forefront of defending human rights across the globe, he writes.To give voice to human rights – a world that is full of complexity, the institution has not limited itself to mere campaigning but instead has adopted mechanisms to ensure the accountability of perpetrators where necessary through its wide range of mechanisms. This endeavor to secure human rights, that even globally, in one sense, also means that the UN is bestowed with the sheer responsibility of ""being sedulous and attentive"" while dealing with a serious matter like human rights violation. What we have, however, seen in the recent UN report is a slip from what is expected from the institution. The report, while calling on Bangladesh to stop enforced disappearances, heavily relies on information provided by a single source which in turn leads to question its credibility and loss of public faith. The glaring inconsistency in the report owing to its over-reliance on local sources, especially from an NGO with dubious track-record that itself has been accused of publishing a ""distorted report"" in the past, is unfortunate and unexpected, the ex NHRC chairman adds.Accordingly, it runs counter to the values and principles of the UN in collecting data, that is, ensuring transparency, impartiality, and high quality. Instead of following its ethical obligation in assessing data, the UN working group has counted on an NGO that promotes, as is evident in the present case, tendentious remarks, bias and inflammatory claims and resultantly fed the report with data that are inconsistent, lack adequate cross reference and apparently not verified at all, he observes.For instance, in the list of involuntary disappearances of the UN report, it contained an expelled army officer named Hasinur Rahman who in fact came back home in 2019 and has been active on different social media platforms since his return. Hasinur was court-martialed for violating Army service conduct rules. Moreover, among the 76 enforced disappearance cases listed by the UN, at least 10 appear to be living with their families in Bangladesh. On top of that, there are at least 28 names against whom criminal charges have been brought. This indicates a possibility that they might be absconding to evade arrest. Apart from that, the UN report on enforced disappearances has included a person with the charges of arson, narcotics trafficking and murder who is at his home now and trying to get bail from the courts. These are just some examples among the plethora of other questionable data and reporting in the UN report. For a serious issue like enforced disappearance, such lack of rigor and diligence towards data can create confusion and division among the general public, Dr Mizanur writes.Intellectuals and activists like Sultana Kamal, who have worked for decades on the issues of enforced disappearance are well aware of the ramifications of unreliable reporting of these serious human rights issues, and they have correctly pointed out the errors that UN report published. Asian Human Rights Commission translating these justified concerns into the language of hatred is slanderous and disrespectful, at best. Furthermore, summarily calling Bangladeshi media as ""pro-government"" also calls into question AHRC's own intentions and impairs the values of freedom of the press, he says.It should be remembered that Bangladesh was born on the precipice of grave violations of human rights. A nine month-long bloody war was fought for equality, human dignity and social justice for all. Of course, everything is not perfect here, and we have to go a long way to be recognized as a fully human rights compliant state. However, murderers of Bangabandhu and his family members were brought to book, and crimes against humanity committed during 1971 war of liberation have been tried. These examples go to show that Bangladesh is going back to the track of basic human and constitutional rights of due process and rule of law. With regards to the initiatives adopted by the government on enforced disappearance, Bangladesh has been praised by the UN Working Group for its contribution towards crucial cases concerning involuntary disappearances. Human rights defenders should not shy away from acknowledging the positive undertaking done by the government, he suggests.Unfortunately, identifying inaccurate information has been labeled as a ""hate campaign"". In this era of information technology, sensitive data could be manipulated and misused. The AHRC should be aware of these serious consequences, but their allegations of the ""hate campaign"" against Bangladesh itself seem to be a conspiratorial campaign against a sovereign state. There are many examples all around the world where the so-called human rights violations have been weaponized. It would not be unreasonable to think that human rights defenders like the AHRC have a hidden agenda to malign the government and are also trying to incite violence and put the law-and-order situation in danger, he writes.Not a single incident of human rights violation should go unpunished. The government must investigate it and bring the offenders to book. We dream of a Bangladesh where the rule of law and human rights that have been enshrined in our constitution shall be respected fully by all the stakeholders, he says. For this, it might be necessary at times to put pressure on the government, but verily, not in the slanderous manner the AHRC has chosen."
/middle-east/news/mahsa-aminis-death-iran-students-workers-defy-protest-crackdown-3139526,"Mahsa Amini’s death: Iran students, workers defy protest crackdown","Iranian protesters remained defiant yesterday with students staging sit-ins and some industrial workers going on strike despite a crackdown activists say has left dozens dead and hundreds more imprisoned.Videos posted on social media indicated that protests flared at various points in the capital and other cities over recent days, with women burning headscarves and shouting slogans against the Islamic republic.Kurdish rights group Hengaw accused the authorities of using heavy weaponry, including ""shelling"" on neighbourhoods and ""machine gun fire"", in the northwestern city of Sanandaj -- claims which could not be independently confirmed amid widespread internet blocks.Gunshots were also heard in Amini's home town of Saqqez, said the Norway-based group.The unrest erupted over three weeks ago over the death of Mahsa Amini, 22, an Iranian woman of Kurdish origin who died following her arrest by the notorious Tehran morality police who enforce the strict dress rules on women including compulsory headscarf.Activists say she was beaten in custody, while the authorities in Iran have released a medical report blaming a pre-existing condition.The protests have channelled anger among some Iranian women over the compulsory headscarf, but have also seen slogans shouted against the Islamic system created by late revolutionary leader Ayatollah Ruhollah Khomeini after the ousting of the shah in 1979.The UK yesterday said it had slapped sanctions on Iran's ""morality police"" after the death in custody of Amini.Oslo-based non-government group Iran Human Rights (IHR) shared images of a sit-in protest at the northern Gilan university and of high school girls in the northern town of Mahabad removing their headscarves.It also posted a video which it said showed a large crowd of students outside Tehran polytechnic yesterday denouncing the ""poverty and corruption"" in Iran and shouting ""death to this tyranny"".Footage shared on social media, including by news site Iran Wire, said students at Tehran women's university Al-Zahra shouted criticism of the regime during a visit Saturday by President Ebrahim Raisi.Student at universities including Tehran Azad also painted their hands red to evoke the crackdown by the authorities on the protests, images showed.State news agency IRNA said police used tear gas late Sunday ""to disperse the crowds in dozens of locations in Tehran"", adding that the demonstrators ""chanted slogans and set fire to and damaged public property, including a police booth"".There have also been signs of labour unrest. Videos broadcast by Persian media based outside Iran showed striking workers burning tyres outside the Asalouyeh petrochemical plant in the country's southwest.IHR said workers were blocking roads there, and there were also reports of strikes at refineries in Abadan in the west of Iran and Kengan in the south.In an act of cyber defiance, the hacking group Edalat-e Ali (Ali's Justice) had posted an image during the main state TV evening news on Saturday of Khamenei in crosshairs and being consumed by flames.The crackdown on the protests sparked by Amini's death has claimed at least 95 lives according to Norway-based group Iran Human Rights.Another 90 people were killed by the security forces in Iran's far southeastern city of Zahedan from September 30 after protests sparked by the alleged rape of a teenage girl by a police chief in the Sistan-Baluchistan province, said IHR, citing the UK-based Baluch Activists Campaign."
/news/bangladesh/crime-justice/news/rab-arrests-six-fake-detectives-dhaka-3139981,Rab arrests six fake detectives in Dhaka,"Rab claimed to have arrested six fake members of Detective Branch of police and foiled a robbery attempt in Dhaka's Jatrabari area last night (October 10).A team of Rab arrested them along with three DB uniforms, two walkie-talkie sets, a toy pistol, a pair of handcuffs, Mohammad Farid Uddin, commanding officer of Rab-10, told a press briefing at Rab media centre today.The arrestees are: Sabuz Khan (46), the alleged kingpin; Mintu Patwari (40); Rasel Mollah (45); Iqbal Mia (39); Monirul Islam (40) and Khokon Mia (45).They are members of a gang which extorted and robbed money from people using their fake identities, the Rab official said. They used to track clients at different banks withdrawing cash or people carrying a hefty amount of money. Then, they inform their accomplices waiting outside over mobile phone, the Rab official said.  The associates later picked the victims into a vehicle introducing themselves as DB men and took away their money and other valuables before dropping them off."
/lifestyle/news/malaysian-food-fest-the-le-meridien-3139811,Malaysian Food Fest at the Le Méridien,"After a two-year pause due to the COVID-19 pandemic, Le Méridien Dhaka is set to host a celebration of Malaysian cuisine and culture. The 7-day event commenced on 8 October 2022 and is organised by the Bangladesh-Malaysia Chamber of Commerce and Industry (BMCCI). Held at the Sky Ballroom on the 16th floor of Le Méridien Dhaka, the weeklong festival will bring the taste of authentic Malaysian cuisine with the help of master chef Ahmad Khairul bin Ismail, flown to Bangladesh from Malaysia.This time the focus of the festival is on street food, inspired by the Alor Setar street food market. Contrary to the regular buffet, the venue has taken the form of small colourful kiosks reflecting a street market vibe. Among the signature dishes offered is Ayam Goreng. The widely popular Malaysian Sambal is also available alongside dishes like Ulam Ulam Belachan, Nasi Lemak, Udang, and more.Much like Bangladesh, fish is one of the primary protein sources in Malaysia. If you too are a fish lover, the Ikan Singgang and Ikan Asam Pedas are two dishes you absolutely cannot miss.The Sayur Taugeh Tumis Udang Kering is another refreshing addition to the whole meal. This nutrition-packed dish consists of a variety of stir-fried vegetables with shrimp, and dried noodles, and is known to make the perfect to-go lunch or an off-time meal in Malaysia.Honourable Foreign Minister Dr A K Abdul Momen inaugurated the event. Expressing his liking for Malaysian food, the minister thanked the BMCCI for arranging the wonderful event. Among other distinguished guests were the Expatriates' Welfare and Overseas Employment Minister, Imran Ahmad, MP, and the High Commissioner of Malaysia to Bangladesh, Her Excellency Haznah Md Hashim. In their speeches, the guests unanimously expressed how this sort of event can help promote tourism and better cooperation between Bangladesh and Malaysia. A Malaysian dance troupe will stay throughout the festival and perform for the guests every evening highlighting various aspects of Malaysian culture. The arrangement is perfect for food enthusiasts, and also for family dining. The BOGO offer on the selected bank cards is almost like a bonus to the festivities!"
/environment/natural-resources/energy/news/ensure-more-coordination-power-sector-nasrul-ministry-officials-3140186,Ensure more coordination in power sector: Nasrul to ministry officials,"State Minister for Power, Energy, and Mineral Resources Nasrul Hamid urged the officials of his ministry to ensure more coordination in implementing projects on development of infrastructures in the power sector.""Many achievements are turning into failures due to lack of coordination,"" he told officials at a workshop titled: ""Together for a Smart & Green Bangladesh'' at Biduyt Bhaban in the city today (October 11, 2022).The call from the state minister came against the backdrop of the recent grid failure that plunged most areas of the country into a 7-hour blackout on October 7.Chinese technology company Huawei and the Power Ministry's technical wing Power Cell jointly organised the workshop on development of smart grid and use of electric vehicles.The state minister said that automation of the power grid is an essential need of the hour.""A smart grid can automatically ensure a match between the demand and the supply"", he said adding that the introduction of information technology and smart devices will keep the power transmission system secure.He also underscored the need for development of skilled manpower in the power sector to transform the power system from conventional grid to smart grid alongside technological development.He reiterated his call to the people to be patient in the nagging power crisis that triggered 5-6 hours of daily load shedding in and outside the capital.Talking to reporters on the side-line of the workshop, he said the people have to wait until November to get a better power supply situation.Two papers on Smart Grid, Electric Vehicles and Global Context were presented in the workshop. Smart grid, cyber-attack prevention, digitisation, automation as well as technology-based clean energy and electric vehicles are also discussed.The matter of electric vehicles also came up at the workshop as such vehicles are eco-friendly and cost-effective. Bangladesh has already prepared a policy regarding charging guidelines, the workshop was told.Power Secretary Md Habibur Rahman and Chief Executive Officer of Huawei Technology (Bangladesh) Pan Junfeng also spoke at the event."
/news/bangladesh/news/momen-slams-foreigners-talking-polls-says-every-democracy-has-weakness-3139966,Momen slams foreigners talking on country's democracy,"Foreign Minister Dr AK Abdul Momen today (October 11, 2022) slammed ""foreigners talking about democracy and elections in Bangladesh"", claiming that every democracy has weaknesses.He, however, reiterated Bangladesh's efforts in addressing the weaknesses, if there is any.The foreign minister said Bangladesh struggled and made sacrifices to establish democracy and does not need advice from outside.""We remain vocal when we see injustice. That is Bangladesh,"" said minister during a media briefing at the Ministry of Foreign Affairs when his attention was drawn to US Ambassador Peter Haas' repeated comments on democracy in Bangladesh and the upcoming national election.""Foreigners make comments when they are approached by the media here. You should come to us instead of going to them (with questions),"" he added."
/news/bangladesh/news/register-land-their-name-3139671,Register land in their name,"The government should take immediate steps to register the land of indigenous people to ensure their ownership, said discussants at a programme yesterday.Indigenous people have been living on their ancestral lands for centuries. But they don't have ownership due to absence of legal documents.Taking the chance, vested quarters often occupy lands of indigenous people. So, necessary steps should be taken immediately so that these vulnerable people can register their lands properly, said speakers.They were speaking at a discussion titled ""Land related problem of indigenous people and way-out to solve it"" organised by Bangladesh Adivasi Forum at the capital's The Daily Star Centre.Reading out a written statement, the forum's youth volunteer Helena Talang said indigenous people are continuously losing theirs land due to different projects to build dams, national parks, and eco parks.Furthermore, vested quarters are encroaching their land by preparing false documents and using muscle power. So, these lands must be registered properly to protect the indigenous people's rights, said the statement.It also demanded formation of an independent land commission for the indigenous people of plain lands.Besides, they should get constitutional recognition as ""indigenous people"", the statement added.Addressing the event, Dhaka University Professor Mesbah Kamal said a large number of indigenous people have been evicted from their land due to different development projects.A separate land settlement tribunal should be formed immediately to solve such land-related disputes, he said.Bangladesh Environmental Lawyers Association (Bela) chief executive Syeda Rizwana Hasan said Awami League in its electoral manifestos in 2008 and 2014 made multiple commitments to protect rights of indigenous people.But most of the pledges remain unfulfilled due to the government's dilly-dallying approach, she claimed.She also demanded setting up a separate wing in the National Human Rights Commission (NHRC) only for indigenous people.Senior journalist Sohrab Hossain said the land grabbers are desperate to occupy lands of indigenous people, as the government in most cases does not take stern action against them.He also called upon civil-society members to raise voice for land rights.Khairul Chowdhury, associate professor at Dhaka University's sociology department, demanded for full implementation of the Chittagong Hill Tracts (CHT) Peace Accord to protect these rights.Presiding over the event, Bangladesh Adivasi Forum's general secretary Sanjeeb Drong demanded  the government conduct a digital survey to specifically demarcate lands of indigenous people.Kapaeeng Foundation's executive director Pallab Chakma moderated the programme, where around a dozen people from the indigenous community and rights activists spoke.  "
/business/economy/stock/news/dhaka-stocks-turn-around-after-huge-fall-3139871,Dhaka stocks turn around after huge fall,"The Dhaka Stock Exchange (DSE) turned around today following a sharp decline a day earlier.Yesterday, the DSEX, the benchmark index of the Dhaka Stock Exchange (DSE), dropped 119 points, or 1.48 per cent, to 6,449, the lowest since September 9.But today, the DSEX went up 37 points, or 0.57 per cent, to 6,486 at 12 noon. Turnover stood at Tk 512 crore.Of the securities, 115 advanced, 45 declined and 188 did not show any price movement. "
/business/economy/news/walton-brings-new-models-refrigerators-3139551,Walton brings new models of refrigerators,"Walton launched four new models of its premium series refrigerators in Dhaka on Sunday.Golam Murshed, managing director of Walton Hi-Tech Industries PLC, unveiled the new products at Walton corporate office in the capital, Walton said in a press release. Considering the growing needs and demands of modern and health-conscious people, the company released these high-end products designed with unique features and technologies, including Syntho-Fresh and UV-C technology, intelligent germ terminator (IGT), smart control feature, ceramic coated premium glass and elegant door handle.The 244 to 268-litre refrigerators will be available in the domestic market from October with a price range of between Tk 40,590 and Tk 46,990. Abul Bashar Hawlader, additional managing director of Walton Hi-Tech, Nazrul Islam Sarker, Amdadul Haque Sarker, Eva Rizwana Nilu and Humanyun Kabir, deputy managing directors, Mohammad Rayhan, chief executive officer of Walton Plaza Trades, SM Zahid Hasan and Md Shakhawat Hossen, senior executive directors of Walton, Md Yusuf Ali, chief production officer, Md Firoj Alam, chief marketing officer, Anisur Rahman Mollick, chief business officer of Walton Refrigerator, and Tofail Ahmed, head of the department of refrigerator research and innovation, were present."
/business/economy/news/65-isps-fined-tk-55-lakh-unapproved-tariff-3139606,65 ISPs fined Tk 55 lakh for unapproved tariff,"Bangladesh Telecommu-nication Regulatory Commission (BTRC) yesterday fined 65 internet service providers (ISPs) Tk 55 lakh for not taking approval of charges they had set for services. Of the 65 ISPs, 45 were fined Tk 1 lakh each while the rest Tk 50,000 each.The telecom watchdog yesterday sent letters to the ISPs giving them 10 working days to pay the penalty.In June last year, the BTRC, under a ""One Country, One Rate"" initiative, stated that customers could be charged a maximum of Tk 500 a month for the use of a broadband internet connection with a minimum internet speed of 5 megabits per second (mbps).For 10 mbps, the rate was fixed at Tk 800 to Tk 1,000 and for 20 mbps, Tk 1,100 to Tk 1,200. At that time the BTRC had made it mandatory for the ISPs to take approvals before rolling out their services.However, allegations came up against some ISPs that they were not abiding by the rules of the ""One Country, One Rate"" directives.Recently, the BTRC directed International Internet Gateway (IIG) service providers to disconnect bandwidth connections of a few hundred ISPs for not renewing licences and not taking approval of service charges.The aforementioned 65 firms had not contacted the BTRC after their bandwidth was disconnected, according to the BTRC.There are about 2,000 ISPs in Bangladesh. "
