URLS,Headline,Article
/business/news/banks-asked-verify-global-commodity-prices-quoted-importers-3139161,Banks asked to verify global commodity prices quoted by importers,"The Bangladesh Bank today asked banks to verify the price of commodities, quoted by importers, in the global market.Given the ongoing global commodity market trends, banks are advised to adhere to regulatory parameters for verification of import prices and price competitiveness, according to a central bank notice.A BB official said that prices of the commodities have fluctuated in global market in recent times, which is why the central bank asked banks to verify the prices in several international markets.If the verification is done properly, importers might be able to buy their products from the global markets at a lower price, he said.Bangladesh's foreign exchange market has been facing volatility in recent months due to the escalation of import payments amid global supply chain disruptions.The country's import payments increased 17 per cent year-on-year to $12.7 billion in the first two months of this fiscal year."
/news/bangladesh/politics/news/no-scope-khaleda-zia-contest-next-natl-election-law-minister-3139251,No scope for Khaleda Zia to contest next nat'l election: Law Minister ,"Law Minister Anisul Huq today (October 10, 2022) said there is no scope for BNP Chairperson Khaleda Zia to contest the next parliamentary election under relevant laws as she has been convicted and sentenced in two separate corruption cases.""If the law permits, she [Khaleda] can participate in the election and if the law does not permit, she cannot take part in the election. However, I think she cannot take part in the next election as per the law. As per Article 66 (2)(d) of the Constitution, a person shall be disqualified for election as, or for being, a member of Parliament, who has been convicted for a criminal offence involving moral turpitude, or sentenced to imprisonment for a term of not less than two years, unless a period of five years has elapsed since his release,"" he said.He said this while replying to queries from media personnel after attending as chief guest to the inauguration of a training course organised for the assistant judges at Judicial Administration Training Institute (JATI) in Dhaka.Khaleda landed in jail on February 8, 2017, after being sentenced to five years' imprisonment by a special court in Dhaka in the Zia Orphanage Trust graft case. On October 30 the following year, the High Court enhanced her punishment to 10 years after dismissing her appeal in the case.The former prime minister was convicted by another special court in Dhaka in the Zia Charitable Trust corruption case on October 29, 2018. She was sentenced to seven years' rigorous imprisonment by the court.Khaleda was freed from jail on March 25, 2020 after the government suspended her jail sentence for six months. Khaleda is now in her Gulshan home, as the government last month (September) extended the suspension of her jail sentence for another six months."
/health/disease/news/dengue-fever-2-dead-624-hospitalised-24hrs-3139276,"Dengue fever: 2 dead, 624 hospitalised in 24hrs ","At least two dengue patients died while 624 others were hospitalised in the last 24 hours till 8:00 am today.With the new dengue cases, the total number of dengue cases rose to 21,193, according to the Directorate General of Health Services (DGHS).With the new deaths, the total number of dengue deaths rose to 70.A total of 2439 dengue patients are still undergoing treatment of which around 605 are from outside Dhaka."
/business/news/banks-must-prepare-citizen-charter-highlight-services-3139181,Banks must prepare citizen charter to highlight services,"Bangladesh Bank today asked banks to draw up citizen charter such that clients will be able to get financial services smoothly.The citizen's charter is a document of commitments made by either government or private organisation to the citizens or client groups in respect of the services being provided to them or to be provided to them.Banks will have to attach all types of their services offered to the commoners to the citizen charter.They will have to categorise their services targeting the age groups of clients.The charge, fees and commission of the services will have to be mentioned in the charter.In addition, the lenders will have to mention the requited time of providing respective service to ordinary people.The charter will also inform clients about the measures they can take if they do not get the desired services from lenders.Each bank will have to update the charter every three months.The charter will have to be displayed on website of each bank. Besides, it will be exhibited at a comfortable place of head office and every branch of banks such that clients can notice it easily.Banks will have to assign a focal point official to maintain the charter.And an alternative focal point official will have to be nominated such that he will play the due role in absence of the regular one.The banks will have to form seven-member committees, who will plan how to implement the charter.The central bank in the notice said the charter will help boosting accountability of the employees working in banks."
/business/economy/stock/news/stocks-slide-amid-selling-spree-3139171,Stocks slide amid selling spree,"Stocks in Bangladesh slid today due to the selling trend among investors following the Bangladesh Bank's decision to reduce the repo rate by 25 basis points to contain inflation.The DSEX, the benchmark index of the Dhaka Stock Exchange (DSE), lost 119 points, or 1.48 per cent, to 6,449 at the end of the day.The central bank raised its benchmark interest rate by 25 basis points to 5.75 per cent on September 29.The DS30, the index that consists of blue-chip companies, went down 2 per cent to 2,314 while the DSES, the Shariah-complaint index, fell 1.9 per cent to 1,415.Turnover, an important indicator of the market, rose 21 per cent to Tk 1,417 crore, which was Tk 1,169 crore on the last trading day.Indo-Bangla Pharmaceuticals topped the gainers' list with a 10 per cent rise. Navana CNG, Monno Ceramic Industries, Aftab Automobiles, and Orion Infusion also rose more than 7 per cent.Coppertech Industries suffered the highest correction, sliding almost 10 per cent. The Peninsula Chittagong, Bashundhara Paper Mills, Malek Spinning Mills and Unique Hotel and Resorts also declined more than 9 per cent.The CASPI, the all-share price index of the Chattogram Stock Exchange, fell 282 points, or 1.46 per cent to end at 19,049.Of the issues on the port city bourse, 21 advanced, 119 declined, and 106 did not show any price movement."
/youth/education/news/monghar-gets-new-building-children-after-star-report-3139151,Monghar gets new building for children after Star report,"Monghar, a residential educational institution, is based on the hills of Rangapani in Rangamati where most of the underprivileged children come to study from all the inaccessible three districts under Chittagong Hill Tracts.On August 18, 2017, The Daily Star published a report titled, ""The Monghar"", on the financial stress and housing crisis of the institution. Later, it came to the notice of AF Mujibur Rahman Trustee Foundation. The next year, the foundation contacted with Monghar and constructed a hostel named Rezaul Rahman Girls Hostel. The hostel was inaugurated around 3pm yesterday (October 9, 2022).At the inaugural ceremony, the children of Monghar welcomed Khushi Kabir and Nurul Islam, trustee members of AF Mujibur Rahman Trustee Foundation, with flowers, reports our Rangamati correspondent.Chakma Circle chief Raja Debashish Roy, human rights activist Nirupa Dewa, and Monghar's General Secretary Kriti Nishan Chakma were present on the occasion.Addressing the children, Khushi Kabir said, ""You all are stars, you have to spread the light in the society where the light of education has not yet reached ... You have come here through the remote mountain route. I want you to get proper education and learn to be [good] human beings. You're here with a lot of opportunities.""Appreciating the organisation's work for educating underprivileged children, trustee member Nurul Islam said that they provided support as much as they could.Monghar General Secretary Kriti Nishan Chakma highlighted the activities of the institution at the event.Monghar was first established by Buddhist monk Gyanshree in Boalkhali area under Dighinala upazila of Khagrachhari in 1961. Back then it was intended only as a Buddhist Ashram, but later with the efforts of four monks -- Bimal Tishya Mahathero, Shraddhalankar Mahathero, Priya Tisya, and Praggnananda Mahathero -- they shifted this ashram to Rangapani in Rangamati town in 1974.Currently, over 800 students are studying in this residential hostel. All the students are from Chakma, Marma, Tripura, Lushai, Pangkhoya, and other ethnic groups living in the three hill districts."
/entertainment/tv-film/news/nora-fatehi-gets-legal-notice-dhaka-3139011,Nora Fatehi gets legal notice from Dhaka,"Bollywood diva Nora Fatehi is all set to perform in Dhaka at the Global Achievers Awards on November 18. The award show has been organised by the Women's Leadership Corporation, and it is planned that Nora Fatehi will hand over the prize to women entrepreneurs and perform for them on stage.Earlier on, Nora Fatehi was supposed to perform at an award show for the Mirror magazine in December. However, she was denied permission by the Ministry of Cultural Affairs due to the dollar crunch. The organisers claimed that they paid an advance of Rs 15 lakh and when they tried to contact the actress she didn't reply to their emails.According to reports by Bangla Tribune, the Managing Director of Mirror Group, Shahjahan Bhuiyan has sent a legal notice to Nora Fatehi through his lawyer. The legal notice states that the actress needs to return the advance or else she cannot perform in any other event in Dhaka.The organisers were still hopeful that they would be refunded. However, after seeing Nora Fatehi's recent videos on Facebook, they sent a legal notice against her to her Mumbai residence.Earlier on, Nora confirmed her visit to Dhaka with a video message on Facebook. The actress posted that she is elated to come to Dhaka on November 18 and interact with the people of Bangladesh. ""I am looking forward to meeting you all. See you on November 18,"" said the actress.  "
/star-multimedia/news-multimedia/news/risky-train-service-gazipur-mymensingh-railway-route-3138946,Risky train service on Gazipur-Mymensingh railway route,"Some sleepers are broken, some do not have clips attached, and in some places, fragile makeshift repairs are holding the tracks together.This is the situation throughout the Dhaka-Mymensingh rail tracks in Gazipur.Watch on Star Newsbytes."
/news/bangladesh/news/al-maintains-democratic-process-the-country-pm-3139111,AL maintains democratic process in the country: PM,"Prime Minister Sheikh Hasina today said Awami League always comes to power with people's verdict -- through election.""Throughout history, Awami League has always assumed power through election – with support from people,"" she said.The Prime Minister said this while inaugurating Modhumoti Bridge (locally known as Kalna Bridge) in Narail and Bir Muktijodhhda AKM Nasim Osman 3rd Shitalkhhya Bridge in Narayanganj.She inaugurated the two bridges through videoconferencing from her office.During the programme, Sheikh Hasina said that Awami League has continued the democratic process in the country.Road Transport and Bridges Division Minister Obaidul Quader spoke at the event while PM's Principal Secretary Dr Ahmad Kaikaus moderated the function.Ambassador of Japan to Bangladesh ITO Naoki and Ambassador of Saudi Arabia Essa Youssef Essa Al Duhailan spoke on the occasion.Secretary of Road Transport and Highways Division ABM Amin Ullah Nuri gave a brief description of the bridges.A video documentary on the bridge projects was screened at the programme.
 "
/news/bangladesh/crime-justice/news/chairman-10-others-get-life-imprisonment-bogura-murder-case-3139256,"UP chairman, 10 others get life in Bogura murder case","A union parishad chairman and 10 others accused in a murder case back in 2003 got life imprisonment in Bogura today (October 10, 2022).Additional Sessions Judge Habiba Mondal Passed the order this afternoon, reports our Bogura correspondent quoting assistant public prosecutor (APP) Nasimul Karim Holy.One of the convicted accused is the current UP Chairman of Shekherkola union under Bogura Sadar upazila Md Roshidul Islam alias Rashaid Mridha, resident of Mohishbathan village of the upazila.The other ten convicts are Biplob Mia, Md Rasel, Juwel Pramanik, Sabuj Akanda, Ujjal Akanda, Abdul Mannan, Pilu Khondakar, Mokhlesar Rahman Mukul, Abdul Hamid Khoka Akanda, and Jahedur Rahman, all residents of the Dokkhinbhag village under Bogura Sadar upazila.The court also fined each of the convicts Tk 20,000, failing to pay which they will have to serve another six months in jail, said the assistant PP.Three other convicted Biplob, Rasel, and Juwel Pramanik remain fugitives while eight were present at the court during the sentencing, said the court inspector.According to the case statement, after being elected chairman, on February 11, 2003, Rashid Midha and his supporters (other accused) beat one Shahajan Ali claiming that he did not vote for him (Rashidul) but rather, ran campaigns for his opposition candidate Sattar Khan.Later, locals rescued Shahjahan and admitted him to the Bogura 250-bed Mohammad Ali District Hospital where he died on February 13, 2003.Mahmudur Rahman, brother of the deceased then filed a murder case accusing the convicted accused with the Bogura Sadar Police Station on the very same day.After 19 years of the murder, the accused got their punishment, said Bogura Court Inspector Subrata Kumar Banarjee."
